"title","rating","duration","certificate","release_date","review_date","reviewer","url","release_year","release_month","sentiment","p_positive","p_negative"
"Uncle Boonmee Who Can Recall His Past Lives",3,114,"12A","2010-11-19","2010-10-29 09:00:00","Simon Crook"," https://www.empireonline.com/movies/uncle-boonmee-can-recall-past-lives/review/",2010,11,"pos",0.82,0.17
"Monsters",5,93,"12A","2010-12-03","2010-10-29 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/monsters/review/",2010,12,"pos",0.56,0.43
"Goon",2,91,"15","2012-01-06","2010-10-27 09:00:00","Chris Hewitt"," https://www.empireonline.com/movies/goon/review/",2012,1,"neg",0.16,0.83
"Gravity",5,98,"12A","2013-11-08","2010-10-13 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/gravity/review/",2013,11,"neg",0.34,0.65
"My Week With Marilyn",3,98,"15","2011-11-25","2010-10-08 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/week-marilyn/review/",2011,11,"neg",0.42,0.57
"Solitary Man",3,90,"15","2010-09-20","2010-10-06 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/solitary-man/review/",2010,9,"pos",0.57,0.42
"Africa United",3,85,"PG","2010-10-22","2010-10-04 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/africa-united/review/",2010,10,"pos",0.63,0.36
"Over Your Cities Grass Will Grow",3,105,"U","2010-10-15","2010-10-04 09:00:00","David Parkinson"," https://www.empireonline.com/movies/cities-grass-will-grow/review/",2010,10,"pos",0.9,0.09
"Ramona And Beezus",2,105,"U","2010-10-22","2010-10-04 09:00:00","Anna Smith"," https://www.empireonline.com/movies/ramona-beezus/review/",2010,10,"neg",0.24,0.75
"Chico & Rita",4,94,"15","2010-11-19","2010-10-04 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/chico-rita/review/",2010,11,"pos",0.5,0.5
"Vampires Suck",1,82,"12A","2010-10-15","2010-10-04 09:00:00","James White"," https://www.empireonline.com/movies/vampires-suck/review/",2010,10,"neg",0.26,0.73
"The Arbor",4,90,"15","2010-10-22","2010-10-04 09:00:00","Anna Smith"," https://www.empireonline.com/movies/arbor/review/",2010,10,"pos",0.5,0.49
"Carlos",4,165,"15","2010-10-22","2010-10-04 09:00:00","Sam Toy"," https://www.empireonline.com/movies/carlos/review/",2010,10,"pos",0.5,0.5
"Bella",2,92,"PG","2010-10-01","2010-10-04 09:00:00","Patrick Peters"," https://www.empireonline.com/movies/bella/review/",2010,10,"pos",0.87,0.12
"Involuntary",3,98,"15","2010-10-29","2010-10-04 09:00:00","David Parkinson"," https://www.empireonline.com/movies/involuntary/review/",2010,10,"pos",0.5,0.5
"The Hunter",3,92,"15","2010-10-29","2010-10-04 09:00:00","David Parkinson"," https://www.empireonline.com/movies/hunter/review/",2010,10,"neg",0.48,0.51
"Little Big Soldier",4,96,"15","2010-10-01","2010-10-02 09:00:00","Nick De Semlyen"," https://www.empireonline.com/movies/little-big-soldier/review/",2010,10,"pos",0.6,0.39
"Restrepo",4,93,"15","2010-10-08","2010-10-01 09:00:00","Mark Dinning"," https://www.empireonline.com/movies/restrepo/review/",2010,10,"pos",0.5,0.5
"Despicable Me",3,95,"U","2010-10-15","2010-10-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/despicable/review/",2010,10,"neg",0.34,0.65
"Jackboots On Whitehall",2,97,"12A","2010-10-08","2010-10-01 09:00:00","Kim Newman"," https://www.empireonline.com/movies/jackboots-whitehall/review/",2010,10,"pos",0.5,0.5
"Life As We Know It",3,114,"12A","2010-10-08","2010-10-01 09:00:00","Anna Smith"," https://www.empireonline.com/movies/life-know/review/",2010,10,"pos",0.57,0.42
"I Am Number Four",3,109,"12A","2011-02-23","2010-09-29 09:00:00","Olly Richards"," https://www.empireonline.com/movies/number-four/review/",2011,2,"pos",0.58,0.41
"The Secret Of Kells",5,79,"PG","2010-10-01","2010-09-28 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/secret-kells/review/",2010,10,"pos",0.53,0.46
"The First Movie",3,76,"12A","2010-10-01","2010-09-28 09:00:00","Nev Pierce"," https://www.empireonline.com/movies/first-movie/review/",2010,10,"pos",0.5,0.49
"The Kids Are All Right",4,109,"15","2010-10-29","2010-09-27 09:00:00","Anna Smith"," https://www.empireonline.com/movies/kids-right/review/",2010,10,"pos",0.57,0.42
"A Town Called Panic",4,78,"PG","2010-10-08","2010-09-23 09:00:00","Simon Crook"," https://www.empireonline.com/movies/town-called-panic/review/",2010,10,"pos",0.75,0.24
"Made In Dagenham",3,113,"15","2010-10-01","2010-09-22 09:00:00","Liz Beardsworth"," https://www.empireonline.com/movies/made-dagenham/review/",2010,10,"neg",0.49,0.5
"Buried",4,94,"15","2010-09-29","2010-09-22 01:00:00","Nick De Semlyen"," https://www.empireonline.com/movies/buried/review/",2010,9,"neg",0.39,0.6
"The Hole In 3D",4,92,"12A","2010-09-22","2010-09-20 09:00:00","Ian Freer"," https://www.empireonline.com/movies/hole-3d/review/",2010,9,"neg",0.43,0.56
"Peepli Live",3,107,"15","2010-09-24","2010-09-20 09:00:00","Anna Smith"," https://www.empireonline.com/movies/peepli-live/review/",2010,9,"pos",0.5,0.49
"Frozen",3,94,"15","2010-09-24","2010-09-20 09:00:00","Kim Newman"," https://www.empireonline.com/movies/frozen-2/review/",2010,9,"pos",0.5,0.5
"The Dilemma",3,111,"12A","2011-01-21","2010-09-19 09:00:00","Genevieve Harrison"," https://www.empireonline.com/movies/dilemma/review/",2011,1,"pos",0.52,0.47
"Dredd",3,95,"18","2012-09-07","2010-09-17 09:00:00","Chris Hewitt"," https://www.empireonline.com/movies/dredd/review/",2012,9,"pos",0.62,0.37
"The Change-Up",2,112,"15","2011-09-16","2010-09-15 09:00:00","Nick De Semlyen"," https://www.empireonline.com/movies/change/review/",2011,9,"pos",0.5,0.49
"Rampart",3,108,"15","2012-02-24","2010-09-14 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/rampart/review/",2012,2,"pos",0.5,0.5
"The Horde",2,91,"18","2010-09-17","2010-09-13 01:00:00","Kim Newman"," https://www.empireonline.com/movies/horde/review/",2010,9,"pos",0.62,0.37
"Night Of The Demons",2,96,"18","2010-09-17","2010-09-13 01:00:00","Kim Newman"," https://www.empireonline.com/movies/night-demons/review/",2010,9,"pos",0.51,0.48
"The Kid",3,100,"15","2010-09-17","2010-09-13 01:00:00","Philip Wilding"," https://www.empireonline.com/movies/kid-2/review/",2010,9,"pos",0.52,0.47
"Red",3,111,"12A","2010-10-22","2010-05-24 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/red/review/",2010,10,"pos",0.51,0.48
"[REC] 2",4,85,"18","2010-05-28","2010-05-24 09:00:00","Simon Crook"," https://www.empireonline.com/movies/rec-2/review/",2010,5,"pos",0.5,0.5
"Scream 4",2,111,"15","2011-04-15","2010-05-21 09:00:00","David Hughes"," https://www.empireonline.com/movies/scream-4/review/",2011,4,"neg",0.41,0.58
"Bad Lieutenant",5,121,"18","2010-05-17","2010-05-17 09:00:00","Adam Smith"," https://www.empireonline.com/movies/bad-lieutenant-2/review/",2010,5,"pos",0.58,0.41
"Horrible Bosses",2,98,"15","2011-07-22","2010-05-13 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/horrible-bosses/review/",2011,7,"neg",0.35,0.64
"Brooklyn's Finest",4,133,"18","2010-06-09","2010-05-12 09:00:00","Liz Beardsworth"," https://www.empireonline.com/movies/brooklyn-finest/review/",2010,6,"pos",0.85,0.14
"The Three Musketeers",3,120,"12A","2011-10-12","2010-05-11 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/three-musketeers-2/review/",2011,10,"neg",0.35,0.64
"Super 8",4,111,"12A","2011-08-05","2010-05-07 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/super-8/review/",2011,8,"neg",0.38,0.61
"X-Men: First Class",3,131,"12A","2011-06-02","2010-05-05 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/x-men-first-class/review/",2011,6,"pos",0.67,0.32
"Universal Soldier: Regeneration",3,97,"18","2009-01-07","2010-05-05 09:00:00","Simon Crook"," https://www.empireonline.com/movies/universal-soldier-regeneration/review/",2009,1,"pos",0.85,0.14
"The Happiest Girl In The World",3,100,"15","2010-05-28","2010-05-04 09:00:00","David Parkinson"," https://www.empireonline.com/movies/happiest-girl-world/review/",2010,5,"pos",0.8,0.19
"Streetdance 3D",3,98,"PG","2010-05-21","2010-05-04 09:00:00","Simon Crook"," https://www.empireonline.com/movies/streetdance-3d/review/",2010,5,"pos",0.5,0.5
"Eyes Wide Open",3,90,"12A","2010-05-14","2010-05-04 09:00:00","David Parkinson"," https://www.empireonline.com/movies/eyes-wide-open/review/",2010,5,"pos",0.6,0.39
"Furry Vengeance",3,91,"PG","2010-05-07","2010-05-03 09:00:00","David Hughes"," https://www.empireonline.com/movies/furry-vengeance/review/",2010,5,"neg",0.12,0.87
"One Night In Turin",2,97,"15","2010-05-07","2010-05-03 09:00:00","Phil De Semlyen"," https://www.empireonline.com/movies/one-night-turin/review/",2010,5,"pos",0.52,0.47
"Hot Tub Time Machine",4,100,"15","2010-05-07","2010-05-03 09:00:00","Sam Toy"," https://www.empireonline.com/movies/hot-tub-time-machine/review/",2010,5,"neg",0.33,0.66
"Heartless",3,113,"18","2010-05-21","2010-05-02 09:00:00","Kim Newman"," https://www.empireonline.com/movies/heartless/review/",2010,5,"neg",0.46,0.53
"The Time That Remains",4,110,"15","2010-05-28","2010-05-01 09:00:00","David Parkinson"," https://www.empireonline.com/movies/time-remains/review/",2010,5,"pos",0.68,0.31
"Pandora & The Flying Dutchman",4,122,"PG","2010-05-14","2010-05-01 09:00:00","David Hughes"," https://www.empireonline.com/movies/pandora-flying-dutchman/review/",2010,5,"neg",0.04,0.95
"Tetro",3,120,"15","2010-06-25","2010-05-01 09:00:00","Ian Freer"," https://www.empireonline.com/movies/tetro/review/",2010,6,"pos",0.5,0.5
"Vincere",4,125,"15","2010-05-14","2010-05-01 09:00:00","Ian Freer"," https://www.empireonline.com/movies/vincere/review/",2010,5,"pos",0.5,0.5
"Shrink",4,103,"15","2010-06-04","2010-04-30 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/shrink/review/",2010,6,"pos",0.5,0.5
"The Milk Of Sorrow",4,97,"12A","2010-04-30","2010-04-26 09:00:00","David Parkinson"," https://www.empireonline.com/movies/milk-sorrow/review/",2010,4,"pos",0.72,0.27
"The Last Song",3,105,"PG","2010-04-30","2010-04-26 09:00:00","David Hughes"," https://www.empireonline.com/movies/last-song/review/",2010,4,"pos",0.62,0.37
"The Calling",3,105,"15","2010-03-30","2010-04-26 09:00:00","David Parkinson"," https://www.empireonline.com/movies/calling/review/",2010,3,"pos",0.54,0.45
"Saw 3D",2,90,"18","2010-10-29","2010-04-25 09:00:00","Kim Newman"," https://www.empireonline.com/movies/saw-3d/review/",2010,10,"neg",0.44,0.55
"Agora",3,127,"12A","2010-04-23","2010-04-19 09:00:00","Phil De Semlyen"," https://www.empireonline.com/movies/agora/review/",2010,4,"pos",0.5,0.5
"Lebanon",5,93,"15","2010-04-09","2010-04-17 09:00:00","Mark Dinning"," https://www.empireonline.com/movies/lebanon/review/",2010,4,"pos",0.75,0.24
"Cherrybomb",3,86,"15","2010-04-23","2010-04-15 09:00:00","Liz Beardsworth"," https://www.empireonline.com/movies/cherrybomb/review/",2010,4,"pos",0.5,0.5
"A Room And A Half",4,125,"12A","2010-04-01","2010-04-15 09:00:00","Patrick Peters"," https://www.empireonline.com/movies/room-half/review/",2010,4,"neg",0.44,0.55
"Repo Men",2,111,"18","2010-04-16","2010-04-12 09:00:00","Phil De Semlyen"," https://www.empireonline.com/movies/repo-men/review/",2010,4,"pos",0.56,0.43
"The Back-Up Plan",2,104,"12A","2010-05-07","2010-04-03 09:00:00","Anna Smith"," https://www.empireonline.com/movies/back-plan/review/",2010,5,"neg",0.47,0.52
"Kicks",3,84,"15","2010-06-04","2010-03-31 09:00:00","Anna Smith"," https://www.empireonline.com/movies/kicks/review/",2010,6,"neg",0.34,0.65
"Boogie Woogie",2,94,"15","2010-04-16","2010-03-31 09:00:00","Patrick Peters"," https://www.empireonline.com/movies/boogie-woogie-2/review/",2010,4,"pos",0.58,0.41
"It's A Wonderful Afterlife",3,99,"12A","2010-04-23","2010-03-30 09:00:00","Damon Wise"," https://www.empireonline.com/movies/wonderful-afterlife/review/",2010,4,"pos",0.78,0.21
"The Joneses",3,93,"15","2010-04-23","2010-03-30 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/joneses/review/",2010,4,"pos",0.5,0.49
"The Railway Children",4,109,"U","2010-04-02","2010-03-29 09:00:00","Ian Freer"," https://www.empireonline.com/movies/railway-children-2/review/",2010,4,"pos",0.55,0.44
"City Of War: The Story Of John Rabe",3,134,"15","2010-04-02","2010-03-29 09:00:00","Patrick Peters"," https://www.empireonline.com/movies/city-war-story-john-rabe/review/",2010,4,"pos",0.72,0.27
"I Am Love",4,119,"15","2010-04-09","2010-03-29 09:00:00","Damon Wise"," https://www.empireonline.com/movies/love-4/review/",2010,4,"pos",0.54,0.45
"Samson & Delilah",3,100,"15","2010-04-02","2010-03-29 09:00:00","David Parkinson"," https://www.empireonline.com/movies/samson-delilah/review/",2010,4,"pos",0.75,0.24
"Date Night",2,88,"15","2010-04-21","2010-03-28 09:00:00","Chris Hewitt"," https://www.empireonline.com/movies/date-night/review/",2010,4,"pos",0.63,0.36
"The Disappearance Of Alice Creed",3,100,"18","2010-04-30","2010-03-28 09:00:00","Kim Newman"," https://www.empireonline.com/movies/disappearance-alice-creed/review/",2010,4,"pos",0.8,0.19
"City of Life And Death",4,135,"15","2010-04-16","2010-03-28 09:00:00","Phil De Semlyen"," https://www.empireonline.com/movies/city-life-death/review/",2010,4,"pos",0.67,0.32
"Dogtooth",4,96,"18","2010-04-23","2010-03-28 09:00:00","Philip Wilding"," https://www.empireonline.com/movies/dogtooth/review/",2010,4,"pos",0.5,0.5
"Cemetery Junction",4,94,"15","2010-04-14","2010-03-28 09:00:00","Ian Freer"," https://www.empireonline.com/movies/cemetery-junction/review/",2010,4,"pos",0.65,0.34
"Remember Me",3,113,"15","2010-04-02","2010-03-26 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/remember-2/review/",2010,4,"pos",0.5,0.49
"Life During Wartime",2,97,"15","2010-04-23","2010-03-25 09:00:00","Andrew Male"," https://www.empireonline.com/movies/life-wartime/review/",2010,4,"pos",0.7,0.29
"I Know You Know",3,81,"15","2010-04-09","2010-03-22 09:00:00","Ross Bennett"," https://www.empireonline.com/movies/know-know/review/",2010,4,"neg",0.46,0.53
"The Infidel",3,105,"15","2010-04-09","2010-03-21 09:00:00","Liz Beardsworth"," https://www.empireonline.com/movies/infidel/review/",2010,4,"pos",0.5,0.49
"Salvage",3,79,"18","2010-03-19","2010-03-19 09:00:00","Kim Newman"," https://www.empireonline.com/movies/salvage/review/",2010,3,"neg",0.36,0.63
"Dear John",3,108,"12A","2010-04-14","2010-03-18 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/dear-john/review/",2010,4,"neg",0.44,0.55
"Hachi: A Dog's Tale",4,93,"U","2010-03-12","2010-03-12 09:00:00","Kim Newman"," https://www.empireonline.com/movies/hachi-dog-tale/review/",2010,3,"pos",0.55,0.44
"Chloe",3,96,"15","2010-03-05","2010-03-08 11:21:00","Anna Smith"," https://www.empireonline.com/movies/chloe/review/",2010,3,"neg",0.31,0.68
"Legion",1,100,"15","2010-03-05","2010-03-08 11:20:00","Nick De Semlyen"," https://www.empireonline.com/movies/legion/review/",2010,3,"pos",0.5,0.5
"Shutter Island",4,138,"15","2010-03-12","2010-03-08 11:20:00","Kim Newman"," https://www.empireonline.com/movies/shutter-island/review/",2010,3,"neg",0.44,0.55
"Exit Through The Gift Shop",4,86,"15","2010-03-05","2010-03-05 09:00:00","Damon Wise"," https://www.empireonline.com/movies/exit-gift-shop/review/",2010,3,"pos",0.58,0.41
"Whip It",4,111,"12A","2010-04-09","2010-02-28 09:00:00","Kim Newman"," https://www.empireonline.com/movies/whip/review/",2010,4,"neg",0.27,0.72
"Centurion",3,97,"15","2010-04-23","2010-02-28 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/centurion/review/",2010,4,"pos",0.5,0.5
"The Crazies",3,101,"15","2010-02-26","2010-02-26 00:00:00","Adam Smith"," https://www.empireonline.com/movies/crazies-2/review/",2010,2,"pos",0.75,0.24
"Shelter",2,112,"15","2010-04-09","2010-02-25 09:00:00","Kim Newman"," https://www.empireonline.com/movies/shelter/review/",2010,4,"pos",0.58,0.41
"I Love You Phillip Morris",4,97,"15","2010-03-17","2010-02-24 09:00:00","William Thomas"," https://www.empireonline.com/movies/love-phillip-morris/review/",2010,3,"pos",0.79,0.2
"The Kreutzer Sonata",3,99,"18","2010-03-12","2010-02-24 09:00:00","David Parkinson"," https://www.empireonline.com/movies/kreutzer-sonata/review/",2010,3,"pos",0.5,0.49
"The Girl With The Dragon Tattoo",5,152,"18","2010-03-12","2010-02-24 09:00:00","Kim Newman"," https://www.empireonline.com/movies/girl-dragon-tattoo/review/",2010,3,"pos",0.64,0.35
"The Father Of My Children",4,110,"12A","2010-03-05","2010-02-24 09:00:00","David Parkinson"," https://www.empireonline.com/movies/father-children/review/",2010,3,"pos",0.64,0.35
"Happy Ever Afters",2,101,"15","2010-03-19","2010-02-24 09:00:00","Anna Smith"," https://www.empireonline.com/movies/happy-ever-afters/review/",2010,3,"pos",0.6,0.39
"Nightwatching",4,134,"18","2010-03-26","2010-02-24 00:00:00","Adam Smith"," https://www.empireonline.com/movies/nightwatching/review/",2010,3,"pos",0.5,0.5
"My Last Five Girlfriends",2,87,"12A","2010-03-19","2010-02-24 00:00:00","William Thomas"," https://www.empireonline.com/movies/last-five-girlfriends/review/",2010,3,"neg",0.33,0.66
"The Blind Side",3,128,"12A","2010-03-26","2010-02-24 00:00:00","Ian Freer"," https://www.empireonline.com/movies/blind-side-2/review/",2010,3,"pos",0.63,0.36
"The Scouting Book For Boys",4,92,"15","2010-02-22","2010-02-24 00:00:00","Philip Wilding"," https://www.empireonline.com/movies/scouting-book-boys/review/",2010,2,"neg",0.48,0.51
"Lourdes",4,99,"U","2010-03-26","2010-02-24 00:00:00","David Parkinson"," https://www.empireonline.com/movies/lourdes/review/",2010,3,"pos",0.5,0.5
"Motherhood",2,89,"15","2010-03-05","2010-02-24 00:00:00","Anna Smith"," https://www.empireonline.com/movies/motherhood/review/",2010,3,"pos",0.5,0.5
"The House Of The Devil",4,91,"18","2010-03-19","2010-02-24 00:00:00","Kim Newman"," https://www.empireonline.com/movies/house-devil/review/",2010,3,"neg",0.37,0.62
"Perrier's Bounty",3,87,"15","2010-03-26","2010-02-24 00:00:00","Ian Nathan"," https://www.empireonline.com/movies/perrier-bounty/review/",2010,3,"neg",0.12,0.87
"Extract",3,92,"15","2010-03-26","2010-02-24 00:00:00","Ian Freer"," https://www.empireonline.com/movies/extract/review/",2010,3,"neg",0.25,0.75
"Green Zone",4,115,"15","2010-03-12","2010-02-24 00:00:00","Mark Dinning"," https://www.empireonline.com/movies/green-zone/review/",2010,3,"neg",0.32,0.67
"Extraordinary Measures",2,105,"PG","2010-02-26","2010-02-22 00:00:00","Ian Freer"," https://www.empireonline.com/movies/extraordinary-measures/review/",2010,2,"pos",0.81,0.18
"From Paris With Love",3,92,"15","2010-02-26","2010-02-22 00:00:00","Angie Errigo"," https://www.empireonline.com/movies/paris-love/review/",2010,2,"pos",0.53,0.46
"Hotel Transylvania",2,91,"U","2012-10-12","2010-02-17 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/hotel-transylvania/review/",2012,10,"pos",0.88,0.11
"Mission: Impossible - Ghost Protocol",3,133,"12A","2011-12-21","2010-02-17 09:00:00","Nick De Semlyen"," https://www.empireonline.com/movies/mission-impossible-ghost-protocol/review/",2011,12,"neg",0.37,0.62
