"Creditability","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Sex...Marital.Status","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker"
0,1,12,2,"Radio or Television",709,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Fifties",3,"Rent",1,"Unskilled",1,1,1
0,2,15,1,"New Car",6850,2,"Unemployed",1,"Male married/widowed",1,2,2,"Thirties",2,"Rent",1,"Highly qualified employee",2,2,1
0,4,10,2,"Furniture Or Equipment",2210,1,"Less than 4 year",2,"Male married/widowed",1,2,1,"Twenties",3,"For free",1,"Unskilled",1,1,1
0,4,30,1,"Used Car",7485,5,"Unemployed",4,"Male single",1,1,1,"Fifties",1,"Rent",1,"Highly qualified employee",1,2,1
0,1,18,1,"New Car",1442,1,"Less than 7 year",4,"Male married/widowed",1,4,4,"Thirties",1,"Own",2,"Unskilled",2,1,1
0,4,12,4,"Radio or Television",797,5,"Over 7 years",4,"Male single",1,3,2,"Thirties",3,"Rent",1,"Unskilled",2,1,1
0,2,45,4,"Radio or Television",4746,1,"Less than 1 year",4,"Male married/widowed",1,2,2,"Twenties",1,"Rent",2,"Unskilled",1,1,1
0,3,12,4,"New Car",939,3,"Less than 7 year",4,"Female",1,2,1,"Twenties",3,"Rent",3,"Skilled employee",1,2,1
0,2,21,2,"Business",1188,1,"Over 7 years",2,"Male single",1,4,2,"Thirties",3,"Rent",1,"Skilled employee",2,1,1
0,4,48,4,"Used Car",11590,2,"Less than 4 year",2,"Male single",1,4,3,"Twenties",3,"For free",2,"Unskilled",1,1,1
0,3,12,1,"Business",609,1,"Less than 1 year",4,"Male single",1,1,1,"Twenties",1,"Rent",1,"Unemployed/unskilled",1,1,1
0,1,18,4,"Repairs",1190,1,"Unemployed",2,"Male single",1,4,4,"Fifties",3,"Own",3,"Unemployed/unskilled",2,1,1
0,2,21,2,"Business",2767,2,"Over 7 years",4,"Male Divorced",1,2,3,"Sixties",3,"For free",2,"Unskilled",1,1,1
0,2,30,2,"Furniture Or Equipment",3441,2,"Less than 4 year",2,"Male single",2,4,3,"Twenties",1,"For free",1,"Skilled employee",1,1,1
0,2,30,0,"Business",4280,2,"Less than 4 year",4,"Male single",1,4,3,"Twenties",3,"For free",2,"Unskilled",1,1,1
0,2,24,2,"Radio or Television",3092,2,"Less than 1 year",3,"Female",1,2,3,"Twenties",3,"For free",1,"Skilled employee",1,2,1
0,4,18,2,"New Car",6761,5,"Less than 4 year",2,"Male married/widowed",1,4,3,"Sixties",2,"For free",2,"Skilled employee",1,1,1
0,2,12,2,"Radio or Television",1331,1,"Less than 1 year",2,"Male married/widowed",1,1,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,2,54,0,"Business",15945,1,"Less than 1 year",3,"Male married/widowed",1,4,4,"Fifties",3,"For free",1,"Skilled employee",1,2,1
0,1,24,2,"Furniture Or Equipment",3234,1,"Less than 1 year",4,"Male single",1,4,1,"Twenties",3,"For free",1,"Unskilled",1,2,1
0,2,15,2,"Radio or Television",802,1,"Over 7 years",4,"Male married/widowed",1,3,3,"Thirties",3,"Rent",1,"Skilled employee",2,1,1
0,2,48,2,"Furniture Or Equipment",9960,1,"Less than 1 year",1,"Male single",1,2,3,"Twenties",1,"Rent",1,"Skilled employee",1,2,1
0,4,24,3,"Business",8648,1,"Less than 1 year",2,"Male married/widowed",1,2,3,"Twenties",1,"Rent",2,"Skilled employee",1,2,1
0,1,18,2,"Radio or Television",1345,1,"Less than 4 year",4,"Female",1,3,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,45,2,"Radio or Television",1845,1,"Less than 4 year",4,"Male married/widowed",1,4,4,"Twenties",3,"Own",1,"Skilled employee",1,2,1
0,1,21,1,"New Car",1647,5,"Less than 4 year",4,"Male married/widowed",1,2,2,"Forties",1,"Rent",2,"Unskilled",2,1,1
0,4,48,2,"Business",4844,1,"Unemployed",3,"Male married/widowed",1,2,3,"Thirties",3,"For free",1,"Highly qualified employee",1,2,1
0,2,27,0,"Business",8318,1,"Over 7 years",2,"Male single",1,4,4,"Forties",2,"Own",2,"Highly qualified employee",1,2,1
0,3,18,2,"Radio or Television",2100,1,"Less than 4 year",4,"Male married/widowed",2,2,1,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
0,1,45,0,"Business",11816,1,"Over 7 years",2,"Male married/widowed",1,4,3,"Twenties",3,"For free",2,"Skilled employee",1,1,1
0,1,6,2,"Education",448,1,"Less than 1 year",4,"Male single",1,4,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,1,30,2,"Repairs",11998,1,"Less than 1 year",1,"Male Divorced",1,1,4,"Thirties",1,"Rent",1,"Unskilled",1,2,1
0,2,48,0,"Others",18424,1,"Less than 4 year",1,"Male single",1,2,2,"Thirties",1,"Rent",1,"Highly qualified employee",1,2,2
0,1,6,2,"New Car",14896,1,"Over 7 years",1,"Male married/widowed",1,4,4,"Sixties",1,"Rent",1,"Highly qualified employee",1,2,1
0,2,12,2,"Furniture Or Equipment",2762,5,"Over 7 years",1,"Male single",1,2,2,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
0,1,12,2,"Used Car",3386,1,"Over 7 years",3,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Skilled employee",1,2,1
0,2,24,2,"Radio or Television",2039,1,"Less than 1 year",1,"Female",1,1,2,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
0,4,18,3,"Business",2169,1,"Less than 4 year",4,"Female",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
0,2,48,4,"Furniture Or Equipment",5096,1,"Less than 4 year",2,"Male single",1,3,3,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
0,1,18,2,"Radio or Television",1882,1,"Less than 4 year",4,"Male single",1,4,3,"Twenties",1,"For free",2,"Skilled employee",1,1,1
0,1,48,2,"Radio or Television",6999,1,"Less than 7 year",1,"Female",3,1,1,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
0,4,12,4,"Business",2292,1,"Unemployed",4,"Male married/widowed",1,2,3,"Forties",2,"Rent",2,"Highly qualified employee",1,2,1
0,1,14,2,"New Car",8978,1,"Over 7 years",1,"Male Divorced",1,4,2,"Forties",3,"Rent",1,"Highly qualified employee",1,2,2
0,1,12,2,"Radio or Television",674,2,"Less than 7 year",4,"Female",1,1,2,"under 20",3,"Rent",1,"Skilled employee",1,1,1
0,1,18,2,"New Car",976,1,"Less than 1 year",1,"Male single",1,2,3,"Twenties",3,"Rent",1,"Unskilled",1,1,1
0,2,24,2,"New Car",2718,1,"Less than 4 year",3,"Male single",1,4,2,"under 20",3,"For free",1,"Unskilled",1,2,1
0,1,18,2,"Education",750,1,"Unemployed",4,"Male single",1,1,1,"Twenties",3,"Rent",1,"Unemployed/unskilled",1,1,1
0,2,24,2,"Used Car",12579,1,"Over 7 years",4,"Male single",1,2,4,"Forties",3,"Own",1,"Highly qualified employee",1,2,1
0,1,18,2,"Used Car",7511,5,"Over 7 years",1,"Male married/widowed",1,4,2,"Fifties",3,"Own",1,"Skilled employee",2,2,1
0,1,18,4,"New Car",3966,1,"Over 7 years",1,"Male single",1,4,1,"Thirties",1,"For free",3,"Skilled employee",1,2,1
0,1,12,0,"Radio or Television",6199,1,"Less than 4 year",4,"Male married/widowed",1,2,2,"Twenties",3,"For free",2,"Skilled employee",1,2,1
0,1,24,2,"Radio or Television",1987,1,"Less than 4 year",2,"Male married/widowed",1,4,1,"Twenties",3,"For free",1,"Unskilled",2,1,1
0,1,24,2,"New Car",2303,1,"Over 7 years",4,"Male married/widowed",2,1,1,"Forties",3,"Rent",1,"Skilled employee",1,1,1
0,4,21,4,"New Car",12680,5,"Over 7 years",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Highly qualified employee",1,2,1
0,2,12,2,"Radio or Television",6468,5,"Unemployed",2,"Male married/widowed",1,1,4,"Fifties",3,"Rent",1,"Highly qualified employee",1,2,1
0,1,30,2,"Furniture Or Equipment",6350,5,"Over 7 years",4,"Male married/widowed",1,4,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
